Classificacao,familia,especie_ou_subespecie_variedade,categoria,lista_2014,ano_lista
Flora,Fabaceae,Dahlstedtia peckoltii,EN,0,2022
Flora,Fabaceae,Dalbergia ernest-ulei,EN,0,2022
Flora,Fabaceae,Dalbergia glaziovii,EN,0,2022
Flora,Fabaceae,Dalbergia nigra,VU,1,2022
Flora,Fabaceae,Deguelia hatschbachii,VU,0,2022
Flora,Fabaceae,Desmodium craspediferum,EN,1,2022
Flora,Fabaceae,Dialium rondoniense,EN,0,2022
Flora,Fabaceae,Dicymbe arenicola,EN,0,2022
Flora,Fabaceae,Dicymbe puncticulosa,EN,0,2022
Flora,Fabaceae,Dimorphandra exaltata,EN,0,2022
Flora,Fabaceae,Dimorphandra wilsonii,EN,1,2022
Flora,Fabaceae,Dinizia jueirana-facao,CR,0,2022
Flora,Fabaceae,Diplotropis rodriguesii,VU,0,2022
Flora,Fabaceae,Elizabetha speciosa,VU,0,2022
Flora,Fabaceae,Gleditsia amorphoides,VU,1,2022
Flora,Fabaceae,Grazielodendron rio-docensis,EN,0,2022
Flora,Fabaceae,Harleyodendron unifoliolatum,EN,0,2022
Flora,Fabaceae,Harpalyce lanata,EN,1,2022
Flora,Fabaceae,Harpalyce parvifolia,EN,1,2022
Flora,Fabaceae,Hymenaea parvifolia,VU,1,2022
Flora,Fabaceae,Hymenolobium excelsum,VU,1,2022
Flora,Fabaceae,Inga aptera,EN,1,2022
Flora,Fabaceae,Inga conchifolia,EN,0,2022
Flora,Fabaceae,Inga cordistipula,VU,0,2022
Flora,Fabaceae,Inga globularis,EN,0,2022
Flora,Fabaceae,Inga grazielae,EN,1,2022
Flora,Fabaceae,Inga maritima,EN,1,2022
Flora,Fabaceae,Inga mendoncaei,EN,1,2022
Flora,Fabaceae,Inga pedunculata,EN,1,2022
Flora,Fabaceae,Inga platyptera,EN,1,2022
Flora,Fabaceae,Inga pleiogyna,EN,1,2022
Flora,Fabaceae,Inga praegnans,EN,1,2022
Flora,Fabaceae,Inga suborbicularis,EN,1,2022
Flora,Fabaceae,Inga unica,EN,1,2022
Flora,Fabaceae,Jupunba barnebyana,EN,0,2022
Flora,Fabaceae,Lathyrus acutifolius,CR,1,2022
Flora,Fabaceae,Lathyrus paraguariensis,VU,1,2022
Flora,Fabaceae,Leptolobium araguaiense,EN,0,2022
Flora,Fabaceae,Leptolobium glaziovianum,EN,0,2022
Flora,Fabaceae,Leptolobium parvifolium,EN,0,2022
Flora,Fabaceae,Leptolobium tenuifolium,EN,0,2022
Flora,Fabaceae,Leucochloron foederale,EN,1,2022
Flora,Fabaceae,Leucochloron limae,EN,0,2022
Flora,Fabaceae,Leucochloron minarum,EN,1,2022
Flora,Fabaceae,Luetzelburgia amazonica,EN,0,2022
Flora,Fabaceae,Luetzelburgia harleyi,CR,0,2022
Flora,Fabaceae,Luetzelburgia neurocarpa,CR,0,2022
Flora,Fabaceae,Luetzelburgia trialata,EN,0,2022
Flora,Fabaceae,Lupinus coriaceus,VU,1,2022
Flora,Fabaceae,Lupinus decurrens,EN,1,2022
Flora,Fabaceae,Lupinus gibertianus,CR,0,2022
Flora,Fabaceae,Lupinus laevigatus,EN,1,2022
Flora,Fabaceae,Lupinus russellianus,CR,0,2022
Flora,Fabaceae,Machaerium androvillosum,CR,0,2022
Flora,Fabaceae,Machaerium firmum,VU,0,2022
Flora,Fabaceae,Machaerium legale,CR,0,2022
Flora,Fabaceae,Machaerium macaense,EN,0,2022
Flora,Fabaceae,Machaerium mucronulatum,EN,0,2022
Flora,Fabaceae,Machaerium obovatum,VU,1,2022
Flora,Fabaceae,Martiodendron fluminense,EN,0,2022
Flora,Fabaceae,Melanoxylon brauna,VU,1,2022
Flora,Fabaceae,Mimosa acroconica,CR,1,2022
Flora,Fabaceae,Mimosa adamantina,EN,1,2022
Flora,Fabaceae,Mimosa afranioi,EN,0,2022
Flora,Fabaceae,Mimosa balduinii,EN,1,2022
Flora,Fabaceae,Mimosa barretoi,EN,1,2022
Flora,Fabaceae,Mimosa bathyrrhena,EN,1,2022
Flora,Fabaceae,Mimosa bispiculata,CR,0,2022
Flora,Fabaceae,Mimosa bocainae,CR,0,2022
Flora,Fabaceae,Mimosa bombycina,EN,1,2022
Flora,Fabaceae,Mimosa bracteolaris,VU,1,2022
Flora,Fabaceae,Mimosa callidryas,EN,0,2022
Flora,Fabaceae,Mimosa catharinensis,EN,1,2022
Flora,Fabaceae,Mimosa chrysastra,CR,1,2022
Flora,Fabaceae,Mimosa decorticans,EN,0,2022
Flora,Fabaceae,Mimosa dominarum,EN,0,2022
Flora,Fabaceae,Mimosa emaensis,VU,0,2022
Flora,Fabaceae,Mimosa ernestii,CR,0,2022
Flora,Fabaceae,Mimosa glazioui,CR,0,2022
Flora,Fabaceae,Mimosa hatschbachii,EN,1,2022
Flora,Fabaceae,Mimosa heringeri,EN,1,2022
Flora,Fabaceae,Mimosa involucrata,EN,1,2022
Flora,Fabaceae,Mimosa itatiaiensis,EN,0,2022
Flora,Fabaceae,Mimosa kuhnisteroides,EN,0,2022
Flora,Fabaceae,Mimosa leprosa,EN,1,2022
Flora,Fabaceae,Mimosa lithoreas,EN,1,2022
Flora,Fabaceae,Mimosa macedoana,EN,1,2022
Flora,Fabaceae,Mimosa mensicola,EN,1,2022
Flora,Fabaceae,Mimosa montis-carasae,EN,1,2022
Flora,Fabaceae,Mimosa myuros,EN,1,2022
Flora,Fabaceae,Mimosa neonitens,EN,0,2022
Flora,Fabaceae,Mimosa osmarii,VU,0,2022
Flora,Fabaceae,Mimosa paucifolia,VU,1,2022
Flora,Fabaceae,Mimosa perplicata,CR,0,2022
Flora,Fabaceae,Mimosa psittacina,EN,1,2022
Flora,Fabaceae,Mimosa regina,EN,0,2022
Flora,Fabaceae,Mimosa rheiptera,EN,0,2022
Flora,Fabaceae,Mimosa sevilhae,EN,0,2022
Flora,Fabaceae,Mimosa skinneri var. carajarum,CR,1,2022
Flora,Fabaceae,Mimosa sobralii,EN,0,2022
Flora,Fabaceae,Mimosa strobiliflora,CR,0,2022
Flora,Fabaceae,Mimosa suburbana,CR,1,2022
Flora,Fabaceae,Mimosa thomista,EN,1,2022
Flora,Fabaceae,Mimosa uniceps,EN,1,2022
Flora,Fabaceae,Mimosa urticaria,EN,1,2022
Flora,Fabaceae,Moldenhawera blanchetiana,VU,0,2022
Flora,Fabaceae,Moldenhawera longipedicellata,EN,0,2022
Flora,Fabaceae,Moldenhawera luschnathiana,VU,0,2022
Flora,Fabaceae,Moldenhawera nutans,EN,0,2022
Flora,Fabaceae,Moldenhawera papillanthera,VU,1,2022
Flora,Fabaceae,Moldenhawera polysperma,VU,0,2022
Flora,Fabaceae,Muellera fernandesii,VU,0,2022
Flora,Fabaceae,Muellera filipes,VU,0,2022
Flora,Fabaceae,Muellera graciliflora,CR,0,2022
Flora,Fabaceae,Muellera grazielae,EN,0,2022
Flora,Fabaceae,Muellera laticifera,EN,0,2022
Flora,Fabaceae,Muellera nitens,EN,0,2022
Flora,Fabaceae,Muellera torrensis,EN,0,2022
Flora,Fabaceae,Muellera tozziana,EN,0,2022
Flora,Fabaceae,Muellera variabilis,EN,0,2022
Flora,Fabaceae,Muellera virgilioides,VU,0,2022
Flora,Fabaceae,Myrocarpus leprosus,CR,0,2022
Flora,Fabaceae,Neptunia pubescens,VU,1,2022
Flora,Fabaceae,Ormosia altimontana,EN,0,2022
Flora,Fabaceae,Ormosia lewisii,EN,0,2022
Flora,Fabaceae,Ormosia limae,EN,0,2022
Flora,Fabaceae,Ormosia minor,VU,0,2022
Flora,Fabaceae,Ormosia ruddiana,EN,0,2022
Flora,Fabaceae,Ormosia timboensis,CR,0,2022
Flora,Fabaceae,Paloue induta,EN,0,2022
Flora,Fabaceae,Paramachaerium krukovii,CR,0,2022
Flora,Fabaceae,Parapiptadenia ilheusana,CR,0,2022
Flora,Fabaceae,Parasenegalia miersii,EN,0,2022
Flora,Fabaceae,Parkia bahiae,EN,0,2022
Flora,Fabaceae,Paubrasilia echinata,EN,1,2022
Flora,Fabaceae,Peltogyne altissima,EN,0,2022
Flora,Fabaceae,Peltogyne chrysopis,EN,0,2022
Flora,Fabaceae,Peltogyne discolor,VU,0,2022
Flora,Fabaceae,Peltogyne excelsa,VU,0,2022
Flora,Fabaceae,Peltogyne gracilipes,EN,0,2022
Flora,Fabaceae,Peltogyne maranhensis,VU,1,2022
Flora,Fabaceae,Peltogyne mattosiana,EN,0,2022
Flora,Fabaceae,Peltogyne paradoxa,VU,0,2022
Flora,Fabaceae,Platymiscium speciosum,EN,0,2022
Flora,Fabaceae,Poecilanthe fluminensis,VU,0,2022
Flora,Fabaceae,Poecilanthe itapuana,VU,0,2022
Flora,Fabaceae,Pterocarpus monophyllus,EN,0,2022
Flora,Fabaceae,Pterodon apparicioi,EN,0,2022
Flora,Fabaceae,Sellocharis paradoxa,VU,1,2022
Flora,Fabaceae,Senegalia cearensis,VU,0,2022
Flora,Fabaceae,Senegalia mikanii,EN,0,2022
Flora,Fabaceae,Senegalia ricoae,CR,0,2022
Flora,Fabaceae,Senna formosa,VU,0,2022
Flora,Fabaceae,Staminodianthus rosae,VU,0,2022
Flora,Fabaceae,Swartzia alagoensis,EN,0,2022
Flora,Fabaceae,Swartzia alternifoliolata,EN,0,2022
Flora,Fabaceae,Swartzia arenophila,EN,0,2022
Flora,Fabaceae,Swartzia bahiensis,VU,0,2022
Flora,Fabaceae,Swartzia dipetala,VU,0,2022
Flora,Fabaceae,Swartzia discocarpa,EN,0,2022
Flora,Fabaceae,Swartzia euxylophora,EN,0,2022
Flora,Fabaceae,Swartzia glazioviana,VU,1,2022
Flora,Fabaceae,Swartzia hilaireana,VU,0,2022
Flora,Fabaceae,Swartzia ingens,VU,0,2022
Flora,Fabaceae,Swartzia krukovii,EN,0,2022
Flora,Fabaceae,Swartzia lamellata,VU,0,2022
Flora,Fabaceae,Swartzia lanata,EN,0,2022
Flora,Fabaceae,Swartzia linharensis,EN,1,2022
Flora,Fabaceae,Swartzia micrantha,EN,0,2022
Flora,Fabaceae,Swartzia pinheiroana,EN,0,2022
Flora,Fabaceae,Swartzia prolata,EN,0,2022
Flora,Fabaceae,Swartzia revoluta,EN,0,2022
Flora,Fabaceae,Swartzia riedelii,VU,0,2022
Flora,Fabaceae,Swartzia rugosa,VU,0,2022
Flora,Fabaceae,Swartzia submontana,CR,0,2022
Flora,Fabaceae,Swartzia thomasii,EN,0,2022
Flora,Fabaceae,Tabaroa caatingicola,VU,0,2022
Flora,Fabaceae,Tachigali acrensis,CR,0,2022
Flora,Fabaceae,Tachigali beaurepairei,EN,1,2022
Flora,Fabaceae,Tachigali candelabrum,EN,0,2022
Flora,Fabaceae,Tachigali denudata,EN,0,2022
Flora,Fabaceae,Tachigali duckei,EN,0,2022
Flora,Fabaceae,Tachigali prancei,EN,0,2022
Flora,Fabaceae,Tachigali spathulipetala,EN,0,2022
Flora,Fabaceae,Trischidium limae,EN,0,2022
Flora,Fabaceae,Vicia pampicola,CR,1,2022
Flora,Fabaceae,Vouacapoua americana,EN,1,2022
Flora,Fabaceae,Zollernia cowanii,CR,0,2022
Flora,Fabaceae,Zollernia glaziovii,EN,0,2022
Flora,Fabaceae,Zollernia magnifica,EN,1,2022
Flora,Gelsemiaceae,Mostuea muricata,VU,1,2022
Flora,Gentianaceae,Aripuana cullmaniorum,EN,0,2022
Flora,Gentianaceae,Macrocarpaea atlantica,CR,0,2022
Flora,Gentianaceae,Macrocarpaea dolichophylla,CR,0,2022
Flora,Gentianaceae,Prepusa alata,CR,0,2022
Flora,Gentianaceae,Prepusa connata,CR,0,2022
Flora,Gentianaceae,Prepusa hookeriana,EN,1,2022
Flora,Gentianaceae,Prepusa viridiflora,EN,1,2022
Flora,Gentianaceae,Senaea coerulea,EN,1,2022
Flora,Gentianaceae,Senaea janeirensis,CR,1,2022
Flora,Gentianaceae,Zygostigma australe,EN,1,2022
Flora,Gesneriaceae,Besleria fluminensis,EN,0,2022
Flora,Gesneriaceae,Besleria macahensis,EN,0,2022
Flora,Gesneriaceae,Besleria melancholica,VU,0,2022
Flora,Gesneriaceae,Codonanthe carnosa,VU,1,2022
Flora,Gesneriaceae,Codonanthe venosa,VU,1,2022
Flora,Gesneriaceae,Goyazia petraea,EN,1,2022
Flora,Gesneriaceae,Nematanthus monanthos,EN,1,2022
Flora,Gesneriaceae,Nematanthus pycnophyllus,EN,0,2022
Flora,Gesneriaceae,Nematanthus serpens,EN,0,2022
Flora,Gesneriaceae,Paliavana werdermannii,VU,1,2022
Flora,Gesneriaceae,Sinningia aghensis,EN,1,2022
Flora,Gesneriaceae,Sinningia araneosa,VU,1,2022
Flora,Gesneriaceae,Sinningia bulbosa,EN,0,2022
Flora,Gesneriaceae,Sinningia carangolensis,EN,1,2022
Flora,Gesneriaceae,Sinningia cardinalis,EN,1,2022
Flora,Gesneriaceae,Sinningia cochlearis,CR,1,2022
Flora,Gesneriaceae,Sinningia defoliata,VU,1,2022
Flora,Gesneriaceae,Sinningia gesneriifolia,CR,0,2022
Flora,Gesneriaceae,Sinningia glazioviana,CR,1,2022
Flora,Gesneriaceae,Sinningia guttata,EN,1,2022
Flora,Gesneriaceae,Sinningia harleyi,EN,1,2022
Flora,Gesneriaceae,Sinningia hatschbachii,EN,1,2022
Flora,Gesneriaceae,Sinningia helleri,CR,0,2022
Flora,Gesneriaceae,Sinningia hirsuta,EN,1,2022
Flora,Gesneriaceae,Sinningia iarae,EN,1,2022
Flora,Gesneriaceae,Sinningia insularis,EN,1,2022
Flora,Gesneriaceae,Sinningia kautskyi,VU,1,2022
Flora,Gesneriaceae,Sinningia lateritia,EN,0,2022
Flora,Gesneriaceae,Sinningia lindleyi,EN,1,2022
Flora,Gesneriaceae,Sinningia lineata,EN,1,2022
Flora,Gesneriaceae,Sinningia micans,EN,1,2022
Flora,Gesneriaceae,Sinningia muscicola,CR,0,2022
Flora,Gesneriaceae,Sinningia piresiana,EN,1,2022
Flora,Gesneriaceae,Sinningia pusilla,EN,0,2022
Flora,Gesneriaceae,Sinningia rupicola,EN,1,2022
Flora,Gesneriaceae,Sinningia striata,VU,1,2022
Flora,Gesneriaceae,Sinningia tuberosa,VU,1,2022
Flora,Gesneriaceae,Sinningia valsuganensis,EN,1,2022
Flora,Gesneriaceae,Sinningia velutina,VU,0,2022
Flora,Gesneriaceae,Sinningia villosa,EN,1,2022
Flora,Gesneriaceae,Sphaerorrhiza burchellii,EN,1,2022
Flora,Gesneriaceae,Vanhouttea fruticulosa,EN,0,2022
Flora,Gesneriaceae,Vanhouttea gardneri,EN,0,2022
Flora,Gesneriaceae,Vanhouttea lanata,EN,1,2022
Flora,Gesneriaceae,Vanhouttea leonii,EN,1,2022
Flora,Gesneriaceae,Vanhouttea pendula,EN,1,2022
Flora,Gunneraceae,Gunnera herteri,EN,1,2022
Flora,Hedwigiaceae,Braunia plicata,VU,1,2022
Flora,Humiriaceae,Humiriastrum mussunungense,VU,0,2022
Flora,Humiriaceae,Humiriastrum spiritu-sancti,EN,1,2022
Flora,Humiriaceae,Hylocarpa heterocarpa,VU,0,2022
Flora,Hypericaceae,Hypericum mutilum,VU,1,2022
Flora,Hypericaceae,Vismia parviflora,EN,0,2022
Flora,Iridaceae,Neomarica itatiaica,CR,0,2022
Flora,Iridaceae,Neomarica northiana,EN,0,2022
Flora,Iridaceae,Pseudotrimezia brevistamina,CR,1,2022
Flora,Iridaceae,Pseudotrimezia concava,CR,1,2022
Flora,Iridaceae,Pseudotrimezia elegans,CR,1,2022
Flora,Iridaceae,Pseudotrimezia fistulosa,EN,1,2022
Flora,Iridaceae,Pseudotrimezia plicatifolia,EN,1,2022
Flora,Iridaceae,Pseudotrimezia subtilis,CR,1,2022
Flora,Iridaceae,Pseudotrimezia synandra,EN,1,2022
Flora,Iridaceae,Pseudotrimezia tenuissima,EN,1,2022
Flora,Iridaceae,Trimezia exillima,EN,1,2022
Flora,Isoetaceae,Isoetes bradei,EN,1,2022
Flora,Isoetaceae,Isoetes luetzelburgii,EN,1,2022
Flora,Isoetaceae,Isoetes ulei,CR,0,2022
Flora,Jungermanniaceae,Jungermannia decolor,EN,1,2022
Flora,Lamiaceae,Cunila incana,EN,0,2022
Flora,Lamiaceae,Cyanocephalus apertiflorus,VU,1,2022
Flora,Lamiaceae,Cyanocephalus caprariifolius,EN,1,2022
Flora,Lamiaceae,Cyanocephalus delicatulus,EN,1,2022
Flora,Lamiaceae,Cyanocephalus digitatus,EN,1,2022
Flora,Lamiaceae,Cyanocephalus tagetifolius,EN,1,2022
Flora,Lamiaceae,Cyanocephalus viaticus,EN,1,2022
Flora,Lamiaceae,Eriope anamariae,EN,1,2022
Flora,Lamiaceae,Eriope blanchetii,VU,1,2022
Flora,Lamiaceae,Eriope cristalinae,CR,1,2022
Flora,Lamiaceae,Eriope luetzelburgii,VU,1,2022
Flora,Lamiaceae,Eriope machrisae,EN,1,2022
Flora,Lamiaceae,Eriope obovata var. gracilis,EN,1,2022
Flora,Lamiaceae,Hesperozygis ringens,VU,1,2022
Flora,Lamiaceae,Hypenia aristulata,CR,1,2022
Flora,Lamiaceae,Hypenia crispata,EN,1,2022
Flora,Lamiaceae,Hypenia micrantha,EN,1,2022
Flora,Lamiaceae,Hypenia subrosea,EN,1,2022
Flora,Lamiaceae,Hyptidendron claussenii,EN,1,2022
Flora,Lamiaceae,Hyptidendron conspersum,EN,1,2022
Flora,Lamiaceae,Hyptidendron leucophyllum,VU,0,2022
Flora,Lamiaceae,Hyptidendron roseum,CR,0,2022
Flora,Lamiaceae,Hyptis alpestris,EN,1,2022
Flora,Lamiaceae,Hyptis angustifolia,EN,1,2022
Flora,Lamiaceae,Hyptis arenaria,VU,1,2022
Flora,Lamiaceae,Hyptis bahiensis,EN,1,2022
Flora,Lamiaceae,Hyptis colligata,EN,1,2022
Flora,Lamiaceae,Hyptis cruciformis,EN,1,2022
Flora,Lamiaceae,Hyptis frondosa,VU,1,2022
Flora,Lamiaceae,Hyptis hamatidens,VU,1,2022
Flora,Lamiaceae,Hyptis imbricatiformis,EN,1,2022
Flora,Lamiaceae,Hyptis penaeoides,EN,1,2022
Flora,Lamiaceae,Hyptis rhypidiophylla,EN,1,2022
Flora,Lamiaceae,Leptohyptis pinheiroi,EN,1,2022
Flora,Lamiaceae,Martianthus sancti-gabrielii,EN,1,2022
Flora,Lamiaceae,Medusantha carvalhoi,VU,1,2022
Flora,Lamiaceae,Oocephalus piranii,EN,1,2022
Flora,Lamiaceae,Salvia benthamiana,EN,0,2022
Flora,Lamiaceae,Salvia longibracteolata,CR,0,2022
Flora,Lamiaceae,Salvia rivularis,VU,0,2022
Flora,Lamiaceae,Vitex hypoleuca,EN,0,2022
Flora,Lamiaceae,Vitex martii,VU,0,2022
Flora,Lamiaceae,Vitex snethlagiana,CR,0,2022
Flora,Lamiaceae,Vitex vauthieri,EN,0,2022
Flora,Lauraceae,Aiouea bracteata,EN,1,2022
Flora,Lauraceae,Aniba ferrea,EN,1,2022
Flora,Lauraceae,Aniba rosiodora,EN,1,2022
Flora,Lauraceae,Aniba santalodora,EN,1,2022
Flora,Lauraceae,Beilschmiedia angustifolia,EN,0,2022
Flora,Lauraceae,Beilschmiedia fluminensis,EN,0,2022
Flora,Lauraceae,Beilschmiedia rigida,EN,1,2022
Flora,Lauraceae,Beilschmiedia vestita,CR,0,2022
Flora,Lauraceae,Cinnamomum erythropus,EN,1,2022
Flora,Lauraceae,Cinnamomum hatschbachii,EN,1,2022
Flora,Lauraceae,Cinnamomum quadrangulum,VU,1,2022
Flora,Lauraceae,Cryptocarya botelhensis,EN,0,2022
Flora,Lauraceae,Cryptocarya citriformis,EN,0,2022
Flora,Lauraceae,Cryptocarya sellowiana,CR,0,2022
Flora,Lauraceae,Cryptocarya velloziana,EN,0,2022
Flora,Lauraceae,Cryptocarya wiedensis,CR,0,2022
Flora,Lauraceae,Dicypellium caryophyllaceum,CR,1,2022
Flora,Lauraceae,Dicypellium manausense,CR,0,2022
Flora,Lauraceae,Endlicheria coriacea,EN,0,2022
Flora,Lauraceae,Endlicheria lhotzkyi,VU,0,2022
Flora,Lauraceae,Mezilaurus decurrens,EN,0,2022
Flora,Lauraceae,Mezilaurus duckei,EN,0,2022
Flora,Lauraceae,Mezilaurus glabriantha,CR,0,2022
Flora,Lauraceae,Mezilaurus itauba,VU,1,2022
Flora,Lauraceae,Mezilaurus micrantha,EN,0,2022
Flora,Lauraceae,Mezilaurus microphylla,CR,0,2022
Flora,Lauraceae,Mezilaurus navalium,CR,1,2022
Flora,Lauraceae,Mezilaurus vanderwerffii,VU,0,2022
Flora,Lauraceae,Nectandra barbellata,EN,1,2022
Flora,Lauraceae,Nectandra grisea,VU,1,2022
Flora,Lauraceae,Nectandra paranaensis,EN,1,2022
Flora,Lauraceae,Ocotea adamantina,EN,0,2022
Flora,Lauraceae,Ocotea arenicola,VU,0,2022
Flora,Lauraceae,Ocotea basicordatifolia,EN,1,2022
Flora,Lauraceae,Ocotea beulahiae,VU,1,2022
Flora,Lauraceae,Ocotea beyrichii,VU,1,2022
Flora,Lauraceae,Ocotea bragai,EN,1,2022
Flora,Lauraceae,Ocotea calliscypha,EN,0,2022
Flora,Lauraceae,Ocotea catharinensis,VU,1,2022
Flora,Lauraceae,Ocotea ciliata,EN,0,2022
Flora,Lauraceae,Ocotea citrosmoides,VU,0,2022
Flora,Lauraceae,Ocotea cryptocarpa,EN,1,2022
Flora,Lauraceae,Ocotea douradensis,EN,0,2022
Flora,Lauraceae,Ocotea duplocolorata,CR,0,2022
Flora,Lauraceae,Ocotea estrellensis,EN,0,2022
Flora,Lauraceae,Ocotea felix,EN,1,2022
Flora,Lauraceae,Ocotea fragrantissima,EN,0,2022
Flora,Lauraceae,Ocotea grandifructa,CR,0,2022
Flora,Lauraceae,Ocotea hypoglauca,CR,0,2022
Flora,Lauraceae,Ocotea itatiaiae,EN,0,2022
Flora,Lauraceae,Ocotea kostermanniana,EN,0,2022
Flora,Lauraceae,Ocotea marcescens,EN,0,2022
Flora,Lauraceae,Ocotea marumbiensis,EN,0,2022
Flora,Lauraceae,Ocotea mosenii,VU,1,2022
Flora,Lauraceae,Ocotea odorata,EN,0,2022
Flora,Lauraceae,Ocotea odorifera,EN,1,2022
Flora,Lauraceae,Ocotea paranaensis,EN,0,2022
Flora,Lauraceae,Ocotea pluridomatiata,EN,0,2022
Flora,Lauraceae,Ocotea porosa,EN,1,2022
Flora,Lauraceae,Ocotea ramosissima,EN,0,2022
Flora,Lauraceae,Ocotea revolutifolia,EN,0,2022
Flora,Lauraceae,Ocotea rohweri,EN,0,2022
Flora,Lauraceae,Ocotea schwackeana,EN,0,2022
Flora,Lauraceae,Ocotea serrana,EN,1,2022
Flora,Lauraceae,Ocotea sperata,CR,0,2022
Flora,Lauraceae,Ocotea sulcata,VU,0,2022
Flora,Lauraceae,Ocotea tabacifolia,EN,1,2022
Flora,Lauraceae,Ocotea thinicola,CR,0,2022
Flora,Lauraceae,Ocotea vegrandis,VU,0,2022
Flora,Lauraceae,Ocotea virgultosa,EN,0,2022
Flora,Lauraceae,Persea fusca,EN,0,2022
Flora,Lauraceae,Persea glabra,EN,1,2022
Flora,Lauraceae,Persea microphylla,VU,0,2022
Flora,Lauraceae,Persea obovata,CR,1,2022
Flora,Lauraceae,Persea pedunculosa,EN,1,2022
Flora,Lauraceae,Pleurothyrium amplifolium,CR,0,2022
Flora,Lauraceae,Pleurothyrium prancei,VU,0,2022
Flora,Lauraceae,Rhodostemonodaphne anomala,EN,0,2022
Flora,Lauraceae,Rhodostemonodaphne capixabensis,EN,1,2022
Flora,Lauraceae,Rhodostemonodaphne parvifolia,VU,1,2022
Flora,Lauraceae,Rhodostemonodaphne recurva,VU,1,2022
Flora,Lauraceae,Urbanodendron bahiense,EN,1,2022
Flora,Lauraceae,Williamodendron cinnamomeum,CR,1,2022
Flora,Lecythidaceae,Bertholletia excelsa,VU,1,2022
Flora,Lecythidaceae,Cariniana ianeirensis,EN,1,2022
Flora,Lecythidaceae,Cariniana legalis,EN,1,2022
Flora,Lecythidaceae,Cariniana parvifolia,EN,1,2022
Flora,Lecythidaceae,Couratari asterotricha,EN,1,2022
Flora,Lecythidaceae,Couratari pyramidata,EN,1,2022
Flora,Lecythidaceae,Eschweilera alvimii,EN,1,2022
Flora,Lecythidaceae,Eschweilera complanata,EN,0,2022
Flora,Lecythidaceae,Eschweilera compressa,EN,1,2022
Flora,Lecythidaceae,Eschweilera mattos-silvae,VU,0,2022
Flora,Lecythidaceae,Eschweilera rankiniae,EN,0,2022
Flora,Lecythidaceae,Eschweilera romeu-cardosoi,EN,0,2022
Flora,Lecythidaceae,Eschweilera sphaerocarpa,CR,0,2022
Flora,Lecythidaceae,Eschweilera subcordata,CR,1,2022
Flora,Lecythidaceae,Eschweilera tetrapetala,EN,1,2022
Flora,Lecythidaceae,Gustavia longifolia,EN,0,2022
Flora,Lecythidaceae,Lecythis schwackei,CR,1,2022
Flora,Lejeuneaceae,Blepharolejeunea securifolia,EN,1,2022
Flora,Lejeuneaceae,Bromeliophila natans,EN,1,2022
Flora,Lejeuneaceae,Drepanolejeunea aculeata,EN,1,2022
Flora,Lejeuneaceae,Myriocoleopsis fluviatilis,VU,1,2022
Flora,Lentibulariaceae,Genlisea lobata,EN,1,2022
Flora,Lentibulariaceae,Utricularia geminiloba,VU,0,2022
Flora,Lentibulariaceae,Utricularia tridentata,VU,1,2022
Flora,Lepidoziaceae,Paracromastigum dusenii,EN,1,2022
Flora,Linaceae,Linum smithii,EN,1,2022
Flora,Loasaceae,Aosa uleana,CR,1,2022
Flora,Loganiaceae,Spigelia amplexicaulis,EN,1,2022
Flora,Loganiaceae,Spigelia cipoensis,CR,1,2022
Flora,Loganiaceae,Spigelia flava,VU,1,2022
Flora,Loganiaceae,Spigelia kuhlmannii,EN,1,2022
Flora,Loganiaceae,Spigelia lundiana,EN,1,2022
Flora,Loganiaceae,Spigelia vestita,EN,1,2022
Flora,Loganiaceae,Strychnos dantaensis,CR,0,2022
Flora,Loganiaceae,Strychnos jacarepiensis,CR,0,2022
Flora,Lycopodiaceae,Diphasium jussiaei,EN,1,2022
Flora,Lycopodiaceae,Palhinhaea bradei,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus aqualupianus,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus christii,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus hemleri,CR,1,2022
Flora,Lycopodiaceae,Phlegmariurus itambensis,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus martii,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus mollicomus,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus mooreanus,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus nudus,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus regnellii,CR,1,2022
Flora,Lycopodiaceae,Phlegmariurus ruber,CR,1,2022
Flora,Lycopodiaceae,Phlegmariurus sellowianus,VU,1,2022
Flora,Lycopodiaceae,Phlegmariurus taxifolius,EN,1,2022
Flora,Lycopodiaceae,Phlegmariurus treitubensis,CR,1,2022
Flora,Lythraceae,Cuphea adenophylla,CR,1,2022
Flora,Lythraceae,Cuphea arenarioides,VU,1,2022
Flora,Lythraceae,Cuphea bahiensis,EN,1,2022
Flora,Lythraceae,Cuphea cipoensis,EN,1,2022
Flora,Lythraceae,Cuphea cuiabensis,EN,1,2022
Flora,Lythraceae,Cuphea glaziovii,EN,1,2022
Flora,Lythraceae,Cuphea lindmaniana,EN,1,2022
Flora,Lythraceae,Cuphea rubrovirens,CR,1,2022
Flora,Lythraceae,Cuphea teleandra,CR,1,2022
