Classificacao,familia,especie_ou_subespecie_variedade,categoria,lista_2014,ano_lista
Flora,Lythraceae,Diplusodon aggregatifolius,EN,1,2022
Flora,Lythraceae,Diplusodon argyrophyllus,CR,1,2022
Flora,Lythraceae,Diplusodon ericoides,CR,1,2022
Flora,Lythraceae,Diplusodon glaziovii,CR,1,2022
Flora,Lythraceae,Diplusodon gracilis,CR,1,2022
Flora,Lythraceae,Diplusodon hatschbachii,VU,1,2022
Flora,Lythraceae,Diplusodon minasensis,EN,1,2022
Flora,Lythraceae,Diplusodon orbicularis,VU,1,2022
Flora,Lythraceae,Diplusodon ovatus,EN,1,2022
Flora,Lythraceae,Diplusodon panniculatus,CR,1,2022
Flora,Lythraceae,Diplusodon retroimbricatus,CR,1,2022
Flora,Lythraceae,Diplusodon villosissimus,VU,1,2022
Flora,Lythraceae,Lafoensia glyptocarpa,EN,0,2022
Flora,Lythraceae,Lafoensia nummularifolia,VU,1,2022
Flora,Malpighiaceae,Acmanthera cowanii,VU,0,2022
Flora,Malpighiaceae,Acmanthera fernandesii,CR,0,2022
Flora,Malpighiaceae,Acmanthera latifolia,VU,0,2022
Flora,Malpighiaceae,Acmanthera longifolia,CR,0,2022
Flora,Malpighiaceae,Acmanthera parviflora,EN,0,2022
Flora,Malpighiaceae,Banisteriopsis andersonii,VU,1,2022
Flora,Malpighiaceae,Banisteriopsis arborea,EN,0,2022
Flora,Malpighiaceae,Banisteriopsis basifixa,VU,1,2022
Flora,Malpighiaceae,Banisteriopsis cipoensis,EN,1,2022
Flora,Malpighiaceae,Banisteriopsis hatschbachii,EN,1,2022
Flora,Malpighiaceae,Banisteriopsis hirsuta,EN,1,2022
Flora,Malpighiaceae,Banisteriopsis magdalenensis,CR,1,2022
Flora,Malpighiaceae,Banisteriopsis pseudojanusia,CR,1,2022
Flora,Malpighiaceae,Banisteriopsis sellowiana,VU,1,2022
Flora,Malpighiaceae,Bunchosia itacarensis,CR,1,2022
Flora,Malpighiaceae,Bunchosia pernambucana,EN,1,2022
Flora,Malpighiaceae,Byrsonima alvimii,EN,1,2022
Flora,Malpighiaceae,Byrsonima brachybotrya,VU,1,2022
Flora,Malpighiaceae,Byrsonima cipoensis,EN,1,2022
Flora,Malpighiaceae,Byrsonima fonsecae,EN,1,2022
Flora,Malpighiaceae,Byrsonima frondosa,EN,0,2022
Flora,Malpighiaceae,Byrsonima hirsuta,EN,0,2022
Flora,Malpighiaceae,Byrsonima lanulosa,EN,1,2022
Flora,Malpighiaceae,Byrsonima martiana,CR,0,2022
Flora,Malpighiaceae,Byrsonima microphylla,EN,1,2022
Flora,Malpighiaceae,Byrsonima minarum,EN,0,2022
Flora,Malpighiaceae,Byrsonima onishiana,EN,1,2022
Flora,Malpighiaceae,Byrsonima rodriguesii,EN,0,2022
Flora,Malpighiaceae,Byrsonima souzae,EN,0,2022
Flora,Malpighiaceae,Byrsonima spinensis,EN,0,2022
Flora,Malpighiaceae,Byrsonima vernicosa,VU,0,2022
Flora,Malpighiaceae,Camarea elongata,VU,1,2022
Flora,Malpighiaceae,Camarea humifusa,EN,1,2022
Flora,Malpighiaceae,Camarea linearifolia,CR,1,2022
Flora,Malpighiaceae,Diplopterys sepium,EN,1,2022
Flora,Malpighiaceae,Heladena multiflora,EN,1,2022
Flora,Malpighiaceae,Heteropterys admirabilis,EN,1,2022
Flora,Malpighiaceae,Heteropterys aliciae,CR,1,2022
Flora,Malpighiaceae,Heteropterys bahiensis,CR,1,2022
Flora,Malpighiaceae,Heteropterys brasiliensis,EN,1,2022
Flora,Malpighiaceae,Heteropterys bullata,EN,1,2022
Flora,Malpighiaceae,Heteropterys capixaba,EN,1,2022
Flora,Malpighiaceae,Heteropterys conformis,CR,1,2022
Flora,Malpighiaceae,Heteropterys crinigera,VU,1,2022
Flora,Malpighiaceae,Heteropterys dusenii,VU,1,2022
Flora,Malpighiaceae,Heteropterys fragilis,EN,1,2022
Flora,Malpighiaceae,Heteropterys hatschbachii,CR,1,2022
Flora,Malpighiaceae,Heteropterys marginata,EN,1,2022
Flora,Malpighiaceae,Heteropterys megaptera,EN,1,2022
Flora,Malpighiaceae,Heteropterys oberdanii,VU,1,2022
Flora,Malpighiaceae,Heteropterys sanctorum,CR,1,2022
Flora,Malpighiaceae,Heteropterys sincorensis,EN,0,2022
Flora,Malpighiaceae,Heteropterys ternstroemiifolia,EN,1,2022
Flora,Malpighiaceae,Heteropterys thyrsoidea,EN,1,2022
Flora,Malpighiaceae,Hiraea bullata,VU,1,2022
Flora,Malpighiaceae,Janusia diminuta,CR,0,2022
Flora,Malpighiaceae,Janusia linearifolia,VU,1,2022
Flora,Malpighiaceae,Janusia occhionii,EN,1,2022
Flora,Malpighiaceae,Janusia schwannioides,EN,1,2022
Flora,Malpighiaceae,Lophanthera pendula,EN,0,2022
Flora,Malpighiaceae,Mezia araujoi,EN,1,2022
Flora,Malpighiaceae,Peixotoa adenopoda,EN,1,2022
Flora,Malpighiaceae,Peixotoa andersonii,CR,1,2022
Flora,Malpighiaceae,Peixotoa bahiana,CR,1,2022
Flora,Malpighiaceae,Peixotoa barnebyi,EN,1,2022
Flora,Malpighiaceae,Peixotoa catarinensis,EN,1,2022
Flora,Malpighiaceae,Peixotoa cipoana,EN,1,2022
Flora,Malpighiaceae,Peixotoa psilophylla,VU,1,2022
Flora,Malpighiaceae,Pterandra evansii,VU,0,2022
Flora,Malpighiaceae,Stigmaphyllon affine,VU,0,2022
Flora,Malpighiaceae,Stigmaphyllon bradei,CR,1,2022
Flora,Malpighiaceae,Stigmaphyllon carautae,CR,1,2022
Flora,Malpighiaceae,Stigmaphyllon crenatum,EN,1,2022
Flora,Malpighiaceae,Stigmaphyllon glabrum,CR,1,2022
Flora,Malpighiaceae,Stigmaphyllon harleyi,EN,1,2022
Flora,Malpighiaceae,Stigmaphyllon macedoanum,CR,1,2022
Flora,Malpighiaceae,Stigmaphyllon matogrossense,CR,1,2022
Flora,Malpighiaceae,Stigmaphyllon vitifolium,CR,1,2022
Flora,Malpighiaceae,Thryallis laburnum,VU,1,2022
Flora,Malpighiaceae,Thryallis parviflora,EN,1,2022
Flora,Malvaceae,Abutilon anodoides,EN,1,2022
Flora,Malvaceae,Abutilon esculentum,EN,0,2022
Flora,Malvaceae,Abutilon macrophyllum,CR,0,2022
Flora,Malvaceae,Abutilon nigricans,CR,1,2022
Flora,Malvaceae,Apeiba trombetensis,CR,0,2022
Flora,Malvaceae,Bastardiopsis grewiifolia,CR,0,2022
Flora,Malvaceae,Callianthe bezerrae,EN,0,2022
Flora,Malvaceae,Callianthe latipetala,EN,0,2022
Flora,Malvaceae,Callianthe sellowiana,EN,0,2022
Flora,Malvaceae,Calyculogygas uruguayensis,EN,1,2022
Flora,Malvaceae,Calyptraemalva catharinensis,EN,1,2022
Flora,Malvaceae,Catostemma albuquerquei,EN,0,2022
Flora,Malvaceae,Ceiba crispiflora,EN,0,2022
Flora,Malvaceae,Ceiba rubriflora,EN,0,2022
Flora,Malvaceae,Christiana macrodon,EN,0,2022
Flora,Malvaceae,Eriotheca bahiensis,EN,0,2022
Flora,Malvaceae,Eriotheca dolichopoda,VU,0,2022
Flora,Malvaceae,Eriotheca longipedicellata,VU,0,2022
Flora,Malvaceae,Eriotheca longipes,EN,0,2022
Flora,Malvaceae,Eriotheca parvifolia,EN,0,2022
Flora,Malvaceae,Eriotheca saxicola,CR,0,2022
Flora,Malvaceae,Gaya gaudichaudiana,EN,0,2022
Flora,Malvaceae,Gossypium mustelinum,EN,0,2022
Flora,Malvaceae,Hibiscus peterianus,EN,0,2022
Flora,Malvaceae,Hochreutinera hasslerana,EN,1,2022
Flora,Malvaceae,Mollia nitida,VU,0,2022
Flora,Malvaceae,Monteiroa smithii,EN,1,2022
Flora,Malvaceae,Pachira calophylla,EN,0,2022
Flora,Malvaceae,Pachira moreirae,CR,0,2022
Flora,Malvaceae,Pachira tocantina,EN,0,2022
Flora,Malvaceae,Pavonia almasana,EN,1,2022
Flora,Malvaceae,Pavonia cauliflora,CR,0,2022
Flora,Malvaceae,Pavonia ciliata,CR,0,2022
Flora,Malvaceae,Pavonia crassipedicellata,EN,0,2022
Flora,Malvaceae,Pavonia crispa,CR,0,2022
Flora,Malvaceae,Pavonia ducke-limae,CR,0,2022
Flora,Malvaceae,Pavonia gerleniae,CR,0,2022
Flora,Malvaceae,Pavonia goetheoides,EN,0,2022
Flora,Malvaceae,Pavonia grazielae,VU,1,2022
Flora,Malvaceae,Pavonia hatschbachii,EN,1,2022
Flora,Malvaceae,Pavonia macrobracteolata,CR,0,2022
Flora,Malvaceae,Pavonia morii,EN,0,2022
Flora,Malvaceae,Pavonia sancti,CR,0,2022
Flora,Malvaceae,Pavonia semiserrata,EN,0,2022
Flora,Malvaceae,Pavonia spectabilis,CR,0,2022
Flora,Malvaceae,Pavonia spiciformis,EN,1,2022
Flora,Malvaceae,Pavonia stipularis,CR,0,2022
Flora,Malvaceae,Pseudobombax calcicola,EN,0,2022
Flora,Malvaceae,Pseudobombax petropolitanum,EN,0,2022
Flora,Malvaceae,Quararibea angustifolia,EN,0,2022
Flora,Malvaceae,Waltheria polyantha,CR,0,2022
Flora,Marantaceae,Goeppertia dorothyae,CR,0,2022
Flora,Marantaceae,Goeppertia fatimae,VU,0,2022
Flora,Marantaceae,Goeppertia reginae,CR,0,2022
Flora,Marantaceae,Goeppertia sphaerocephala,EN,0,2022
Flora,Marantaceae,Goeppertia tuberosa,EN,1,2022
Flora,Marantaceae,Goeppertia widgrenii,EN,1,2022
Flora,Marantaceae,Ischnosiphon ovatus,EN,1,2022
Flora,Marantaceae,Saranthe composita,VU,1,2022
Flora,Marcgraviaceae,Marcgravia comosa,EN,0,2022
Flora,Marchantiaceae,Marchantia berteroana,EN,1,2022
Flora,Marsileaceae,Regnellidium diphyllum,VU,1,2022
Flora,Melastomataceae,Bellucia nigricans,VU,0,2022
Flora,Melastomataceae,Bertolonia angustifolia,CR,1,2022
Flora,Melastomataceae,Bertolonia formosa,CR,1,2022
Flora,Melastomataceae,Bertolonia foveolata,EN,1,2022
Flora,Melastomataceae,Bertolonia hoehneana,CR,1,2022
Flora,Melastomataceae,Bertolonia leuzeana,EN,1,2022
Flora,Melastomataceae,Bertolonia organensis,CR,0,2022
Flora,Melastomataceae,Bertolonia paranaensis,EN,1,2022
Flora,Melastomataceae,Bertolonia valenteana,CR,0,2022
Flora,Melastomataceae,Cambessedesia atropurpurea,VU,1,2022
Flora,Melastomataceae,Cambessedesia gracilis,EN,1,2022
Flora,Melastomataceae,Cambessedesia hermogenesii,EN,1,2022
Flora,Melastomataceae,Cambessedesia weddellii,VU,1,2022
Flora,Melastomataceae,Cambessedesia wurdackii,VU,1,2022
Flora,Melastomataceae,Eriocnema acaulis,EN,1,2022
Flora,Melastomataceae,Huberia carvalhoi,EN,1,2022
Flora,Melastomataceae,Huberia cordifolia,EN,0,2022
Flora,Melastomataceae,Huberia corymbosa,EN,0,2022
Flora,Melastomataceae,Huberia edmundoi,CR,0,2022
Flora,Melastomataceae,Huberia espiritosantensis,VU,1,2022
Flora,Melastomataceae,Huberia glazioviana,EN,0,2022
Flora,Melastomataceae,Huberia hirsuta,VU,0,2022
Flora,Melastomataceae,Huberia huberioides,EN,0,2022
Flora,Melastomataceae,Huberia limae,VU,0,2022
Flora,Melastomataceae,Huberia magdalenensis,VU,0,2022
Flora,Melastomataceae,Huberia minor,EN,0,2022
Flora,Melastomataceae,Huberia mourae,VU,0,2022
Flora,Melastomataceae,Huberia organensis,EN,0,2022
Flora,Melastomataceae,Huberia piranii,EN,0,2022
Flora,Melastomataceae,Lavoisiera cordata,VU,1,2022
Flora,Melastomataceae,Lavoisiera nervulosa,EN,0,2022
Flora,Melastomataceae,Leandra alpestris,VU,0,2022
Flora,Melastomataceae,Leandra altomacaensis,CR,0,2022
Flora,Melastomataceae,Leandra atroviridis,EN,0,2022
Flora,Melastomataceae,Leandra breviflora,EN,0,2022
Flora,Melastomataceae,Leandra chaetocalyx,VU,0,2022
Flora,Melastomataceae,Leandra cogniauxii,EN,0,2022
Flora,Melastomataceae,Leandra dentata,EN,0,2022
Flora,Melastomataceae,Leandra fallacissima,EN,0,2022
Flora,Melastomataceae,Leandra hatschbachii,EN,1,2022
Flora,Melastomataceae,Leandra loligomorpha,CR,0,2022
Flora,Melastomataceae,Leandra magdalenensis,EN,0,2022
Flora,Melastomataceae,Leandra mollis,EN,0,2022
Flora,Melastomataceae,Leandra mourae,CR,0,2022
Flora,Melastomataceae,Leandra multisetosa,VU,0,2022
Flora,Melastomataceae,Leandra niangaeformis,EN,0,2022
Flora,Melastomataceae,Leandra organensis,EN,0,2022
Flora,Melastomataceae,Leandra pennipilis,EN,0,2022
Flora,Melastomataceae,Leandra rubida,VU,0,2022
Flora,Melastomataceae,Leandra sphaerocarpa,VU,0,2022
Flora,Melastomataceae,Leandra xantholasia,EN,0,2022
Flora,Melastomataceae,Macairea cuieirasii,EN,0,2022
Flora,Melastomataceae,Marcetia alba,CR,1,2022
Flora,Melastomataceae,Marcetia bahiana,EN,1,2022
Flora,Melastomataceae,Marcetia formosa,EN,1,2022
Flora,Melastomataceae,Marcetia hatschbachii,EN,1,2022
Flora,Melastomataceae,Marcetia luetzelburgii,EN,1,2022
Flora,Melastomataceae,Marcetia lychnophoroides,EN,1,2022
Flora,Melastomataceae,Marcetia nummularia,EN,1,2022
Flora,Melastomataceae,Marcetia oxycoccoides,EN,1,2022
Flora,Melastomataceae,Marcetia semiriana,EN,1,2022
Flora,Melastomataceae,Marcetia shepherdii,EN,1,2022
Flora,Melastomataceae,Marcetia viscida,VU,1,2022
Flora,Melastomataceae,Meriania calophylla,EN,1,2022
Flora,Melastomataceae,Meriania calyptrata,EN,0,2022
Flora,Melastomataceae,Meriania excelsa,CR,0,2022
Flora,Melastomataceae,Meriania glabra,VU,0,2022
Flora,Melastomataceae,Meriania glazioviana,EN,0,2022
Flora,Melastomataceae,Meriania inflata,CR,0,2022
Flora,Melastomataceae,Meriania longipes,EN,0,2022
Flora,Melastomataceae,Meriania robusta,EN,0,2022
Flora,Melastomataceae,Merianthera burlemarxii,EN,1,2022
Flora,Melastomataceae,Merianthera eburnea,EN,0,2022
Flora,Melastomataceae,Merianthera pulchra,VU,1,2022
Flora,Melastomataceae,Merianthera sipolisii,VU,0,2022
Flora,Melastomataceae,Merianthera verrucosa,EN,0,2022
Flora,Melastomataceae,Miconia angelana,VU,1,2022
Flora,Melastomataceae,Miconia bradeana,EN,0,2022
Flora,Melastomataceae,Miconia capixaba,EN,1,2022
Flora,Melastomataceae,Miconia castaneiflora,VU,0,2022
Flora,Melastomataceae,Miconia cinerea,CR,0,2022
Flora,Melastomataceae,Miconia cipoensis,EN,1,2022
Flora,Melastomataceae,Miconia comptifolia,EN,0,2022
Flora,Melastomataceae,Miconia cowanii,EN,0,2022
Flora,Melastomataceae,Miconia elaeodendron,VU,0,2022
Flora,Melastomataceae,Miconia laevigata,EN,0,2022
Flora,Melastomataceae,Miconia lurida,EN,0,2022
Flora,Melastomataceae,Miconia mendoncae,VU,1,2022
Flora,Melastomataceae,Miconia molesta,EN,0,2022
Flora,Melastomataceae,Miconia penduliflora,EN,1,2022
Flora,Melastomataceae,Miconia picinguabensis,CR,1,2022
Flora,Melastomataceae,Miconia rondoniensis,EN,0,2022
Flora,Melastomataceae,Miconia rufipila,CR,0,2022
Flora,Melastomataceae,Miconia subvernicosa,VU,0,2022
Flora,Melastomataceae,Miconia umbrosa,EN,0,2022
Flora,Melastomataceae,Miconia valentinensis,CR,0,2022
Flora,Melastomataceae,Microlicia canastrensis,EN,1,2022
Flora,Melastomataceae,Microlicia cuspidifolia,CR,1,2022
Flora,Melastomataceae,Microlicia flava,EN,1,2022
Flora,Melastomataceae,Microlicia glazioviana,EN,1,2022
Flora,Melastomataceae,Microlicia humilis,VU,1,2022
Flora,Melastomataceae,Microlicia macedoi,EN,1,2022
Flora,Melastomataceae,Microlicia microphylla,CR,1,2022
Flora,Melastomataceae,Microlicia obtusifolia,EN,1,2022
Flora,Melastomataceae,Microlicia psammophila,EN,1,2022
Flora,Melastomataceae,Mouriri arenicola,CR,0,2022
Flora,Melastomataceae,Mouriri bahiensis,EN,0,2022
Flora,Melastomataceae,Mouriri doriana,EN,0,2022
Flora,Melastomataceae,Mouriri gardneri,VU,0,2022
Flora,Melastomataceae,Mouriri pranceana,VU,0,2022
Flora,Melastomataceae,Mouriri regeliana,EN,0,2022
Flora,Melastomataceae,Ossaea suprabasalis,EN,0,2022
Flora,Melastomataceae,Ossaea warmingiana,VU,1,2022
Flora,Melastomataceae,Pleiochiton micranthum,VU,0,2022
Flora,Melastomataceae,Pleiochiton parvifolium,EN,0,2022
Flora,Melastomataceae,Pleroma apparicioi,EN,1,2022
Flora,Melastomataceae,Pleroma axillare,EN,0,2022
Flora,Melastomataceae,Pleroma benthamianum,EN,0,2022
Flora,Melastomataceae,Pleroma bergianum,EN,1,2022
Flora,Melastomataceae,Pleroma boraceiense,VU,0,2022
Flora,Melastomataceae,Pleroma boudetii,EN,1,2022
Flora,Melastomataceae,Pleroma castellense,CR,1,2022
Flora,Melastomataceae,Pleroma cleistoflorum,CR,0,2022
Flora,Melastomataceae,Pleroma cristatum,EN,0,2022
Flora,Melastomataceae,Pleroma elegans,EN,0,2022
Flora,Melastomataceae,Pleroma fragae,CR,0,2022
Flora,Melastomataceae,Pleroma goldenbergii,CR,0,2022
Flora,Melastomataceae,Pleroma hirsutissimum,CR,0,2022
Flora,Melastomataceae,Pleroma integerrimum,EN,1,2022
Flora,Melastomataceae,Pleroma kuhlmannii,CR,0,2022
Flora,Melastomataceae,Pleroma maximilianum,EN,0,2022
Flora,Melastomataceae,Pleroma minus,VU,1,2022
Flora,Melastomataceae,Pleroma mirabile,EN,0,2022
Flora,Melastomataceae,Pleroma pallidum,CR,0,2022
Flora,Melastomataceae,Pleroma quartzophilum,EN,1,2022
Flora,Melastomataceae,Pleroma riedelianum,EN,1,2022
Flora,Melastomataceae,Pleroma rigidulum,EN,0,2022
Flora,Melastomataceae,Pleroma thereminianum,EN,0,2022
Flora,Melastomataceae,Pleroma virgatum,CR,0,2022
Flora,Melastomataceae,Pleroma wurdackianum,VU,1,2022
Flora,Melastomataceae,Rhynchanthera latifolia,VU,1,2022
Flora,Melastomataceae,Rupestrea carvalhoana,CR,1,2022
Flora,Melastomataceae,Rupestrea johnwurdackiana,EN,1,2022
Flora,Melastomataceae,Tococa macroptera,VU,0,2022
Flora,Melastomataceae,Trembleya calycina,EN,1,2022
Flora,Melastomataceae,Trembleya chamissoana,EN,1,2022
Flora,Melastomataceae,Trembleya hatschbachii,EN,1,2022
Flora,Melastomataceae,Trembleya pentagona,VU,0,2022
Flora,Melastomataceae,Trembleya pithyoides,CR,0,2022
Flora,Meliaceae,Cedrela fissilis,VU,1,2022
Flora,Meliaceae,Cedrela odorata,VU,1,2022
Flora,Meliaceae,Guarea gracilis,VU,0,2022
Flora,Meliaceae,Swietenia macrophylla,VU,1,2022
Flora,Meliaceae,Trichilia blanchetii,VU,1,2022
Flora,Meliaceae,Trichilia florbranca,CR,1,2022
Flora,Meliaceae,Trichilia magnifoliola,VU,1,2022
Flora,Meliaceae,Trichilia micropetala,EN,1,2022
Flora,Meliaceae,Trichilia stellato-tomentosa,VU,1,2022
Flora,Menispermaceae,Disciphania sagittaria,EN,0,2022
Flora,Metteniusaceae,Emmotum floribundum,VU,0,2022
Flora,Metzgeriaceae,Metzgeria hegewaldii,EN,1,2022
Flora,Microteaceae,Microtea bahiensis,EN,1,2022
Flora,Microteaceae,Microtea papilosa,VU,1,2022
Flora,Monimiaceae,Macropeplus friburgensis,CR,1,2022
Flora,Monimiaceae,Mollinedia acutissima,VU,0,2022
Flora,Monimiaceae,Mollinedia dolichotricha,EN,0,2022
Flora,Monimiaceae,Mollinedia eugeniifolia,CR,1,2022
Flora,Monimiaceae,Mollinedia glaziovii,EN,0,2022
Flora,Monimiaceae,Mollinedia howeana,EN,0,2022
Flora,Monimiaceae,Mollinedia jorgearum,CR,0,2022
Flora,Monimiaceae,Mollinedia stenophylla,CR,0,2022
Flora,Moraceae,Dorstenia conceptionis,EN,1,2022
Flora,Moraceae,Dorstenia fischeri,VU,0,2022
Flora,Moraceae,Dorstenia hildegardis,CR,1,2022
Flora,Moraceae,Ficus bonijesulapensis,EN,0,2022
Flora,Moraceae,Ficus carautana,EN,0,2022
Flora,Moraceae,Ficus diamantina,EN,0,2022
Flora,Moraceae,Ficus duartei,EN,0,2022
Flora,Moraceae,Ficus hatschbachii,VU,0,2022
Flora,Moraceae,Ficus holosericea,EN,0,2022
Flora,Moraceae,Ficus latipedunculata,CR,0,2022
Flora,Moraceae,Ficus laureola,VU,0,2022
Flora,Moraceae,Maclura brasiliensis,EN,1,2022
Flora,Moraceae,Sorocea carautana,EN,0,2022
Flora,Moraceae,Sorocea longipedicellata,CR,0,2022
Flora,Myristicaceae,Iryanthera campinae,VU,1,2022
Flora,Myristicaceae,Iryanthera dialyandra,VU,0,2022
Flora,Myristicaceae,Virola bicuhyba,EN,1,2022
Flora,Myristicaceae,Virola crebrinervia,EN,0,2022
Flora,Myristicaceae,Virola guggenheimii,EN,0,2022
Flora,Myristicaceae,Virola malmei,VU,0,2022
Flora,Myristicaceae,Virola parvifolia,VU,1,2022
Flora,Myristicaceae,Virola surinamensis,VU,1,2022
Flora,Myristicaceae,Virola urbaniana,VU,0,2022
Flora,Myrtaceae,Accara elegans,EN,1,2022
Flora,Myrtaceae,Calycolpus legrandii,VU,1,2022
Flora,Myrtaceae,Campomanesia anemonea,VU,0,2022
Flora,Myrtaceae,Campomanesia blanchetiana,CR,0,2022
Flora,Myrtaceae,Campomanesia costata,EN,0,2022
Flora,Myrtaceae,Campomanesia espiritosantensis,EN,1,2022
Flora,Myrtaceae,Campomanesia hirsuta,EN,1,2022
Flora,Myrtaceae,Campomanesia macrobracteolata,EN,1,2022
Flora,Myrtaceae,Campomanesia sepalifolia,CR,0,2022
Flora,Myrtaceae,Curitiba prismatica,VU,0,2022
Flora,Myrtaceae,Eugenia altissima,EN,0,2022
Flora,Myrtaceae,Eugenia amorimii,CR,0,2022
Flora,Myrtaceae,Eugenia barrana,CR,0,2022
Flora,Myrtaceae,Eugenia belemitana,VU,0,2022
Flora,Myrtaceae,Eugenia binata,CR,0,2022
Flora,Myrtaceae,Eugenia blanchetiana,EN,0,2022
Flora,Myrtaceae,Eugenia blanda,EN,1,2022
Flora,Myrtaceae,Eugenia botequimensis,VU,0,2022
Flora,Myrtaceae,Eugenia brachysepala,VU,0,2022
Flora,Myrtaceae,Eugenia bunchosiifolia,VU,1,2022
Flora,Myrtaceae,Eugenia caatingicola,EN,0,2022
Flora,Myrtaceae,Eugenia choriophylla,EN,0,2022
Flora,Myrtaceae,Eugenia cinerascens,CR,0,2022
Flora,Myrtaceae,Eugenia circumdata,CR,0,2022
Flora,Myrtaceae,Eugenia corcovadensis,EN,0,2022
Flora,Myrtaceae,Eugenia culicina,CR,0,2022
Flora,Myrtaceae,Eugenia cymatodes,VU,0,2022
Flora,Myrtaceae,Eugenia denigrata,EN,0,2022
Flora,Myrtaceae,Eugenia disperma,EN,1,2022
Flora,Myrtaceae,Eugenia espinhacensis,EN,0,2022
Flora,Myrtaceae,Eugenia farneyi,CR,0,2022
Flora,Myrtaceae,Eugenia fissurata,EN,0,2022
Flora,Myrtaceae,Eugenia gastropogena,CR,0,2022
Flora,Myrtaceae,Eugenia glabrescens,EN,0,2022
Flora,Myrtaceae,Eugenia goiapabana,EN,0,2022
Flora,Myrtaceae,Eugenia guanabarina,CR,1,2022
Flora,Myrtaceae,Eugenia hatschbachii,VU,0,2022
Flora,Myrtaceae,Eugenia hermesiana,CR,1,2022
Flora,Myrtaceae,Eugenia inversa,EN,0,2022
Flora,Myrtaceae,Eugenia ischnosceles,CR,0,2022
Flora,Myrtaceae,Eugenia itacarensis,EN,1,2022
Flora,Myrtaceae,Eugenia itaguahiensis,EN,0,2022
Flora,Myrtaceae,Eugenia itajurensis,EN,0,2022
Flora,Myrtaceae,Eugenia janeirensis,EN,0,2022
Flora,Myrtaceae,Eugenia joenssonii,EN,1,2022
Flora,Myrtaceae,Eugenia lacistema,EN,0,2022
Flora,Myrtaceae,Eugenia lagoensis,EN,0,2022
Flora,Myrtaceae,Eugenia leonorae,EN,1,2022
Flora,Myrtaceae,Eugenia longifolia,EN,0,2022
Flora,Myrtaceae,Eugenia longipetiolata,EN,0,2022
Flora,Myrtaceae,Eugenia longohypanthiata,EN,0,2022
Flora,Myrtaceae,Eugenia macahensis,EN,0,2022
Flora,Myrtaceae,Eugenia macrobracteolata,EN,1,2022
Flora,Myrtaceae,Eugenia malacantha,VU,1,2022
Flora,Myrtaceae,Eugenia marambaiensis,CR,0,2022
Flora,Myrtaceae,Eugenia mattosii,EN,1,2022
Flora,Myrtaceae,Eugenia membranifolia,VU,0,2022
Flora,Myrtaceae,Eugenia mollicoma,CR,0,2022
Flora,Myrtaceae,Eugenia moonioides,EN,0,2022
Flora,Myrtaceae,Eugenia myrciariifolia,EN,1,2022
Flora,Myrtaceae,Eugenia myrobalana,EN,0,2022
Flora,Myrtaceae,Eugenia neolaurifolia,EN,0,2022
Flora,Myrtaceae,Eugenia neoriedeliana,CR,0,2022
Flora,Myrtaceae,Eugenia neotristis,EN,1,2022
Flora,Myrtaceae,Eugenia ochracea,EN,0,2022
Flora,Myrtaceae,Eugenia pachyclada,EN,1,2022
Flora,Myrtaceae,Eugenia pantagensis,VU,0,2022
Flora,Myrtaceae,Eugenia percrenata,VU,0,2022
Flora,Myrtaceae,Eugenia persicifolia,VU,0,2022
Flora,Myrtaceae,Eugenia peruibensis,CR,1,2022
Flora,Myrtaceae,Eugenia pithecocephala,CR,0,2022
Flora,Myrtaceae,Eugenia pruinosa,EN,1,2022
Flora,Myrtaceae,Eugenia pseudomalacantha,EN,1,2022
Flora,Myrtaceae,Eugenia pulcherrima,VU,0,2022
Flora,Myrtaceae,Eugenia regia,EN,0,2022
Flora,Myrtaceae,Eugenia reitziana,EN,1,2022
Flora,Myrtaceae,Eugenia rotundicosta,EN,1,2022
Flora,Myrtaceae,Eugenia rugosissima,CR,0,2022
Flora,Myrtaceae,Eugenia ruschiana,CR,0,2022
Flora,Myrtaceae,Eugenia salacifolia,EN,0,2022
Flora,Myrtaceae,Eugenia sclerocalyx,VU,1,2022
Flora,Myrtaceae,Eugenia sessilifolia,CR,0,2022
Flora,Myrtaceae,Eugenia sobraliana,EN,0,2022
Flora,Myrtaceae,Eugenia sulcatifolia,EN,0,2022
Flora,Myrtaceae,Eugenia tenuipedunculata,VU,0,2022
Flora,Myrtaceae,Eugenia theodorae,CR,0,2022
Flora,Myrtaceae,Eugenia tumescens,CR,0,2022
Flora,Myrtaceae,Eugenia valsuganana,EN,0,2022
Flora,Myrtaceae,Eugenia vattimoana,CR,1,2022
Flora,Myrtaceae,Eugenia villaenovae,EN,1,2022
Flora,Myrtaceae,Eugenia xanthoxyloides,VU,0,2022
Flora,Myrtaceae,Myrceugenia bananalensis,CR,0,2022
Flora,Myrtaceae,Myrceugenia bracteosa,EN,1,2022
Flora,Myrtaceae,Myrceugenia brevipedicellata,EN,1,2022
Flora,Myrtaceae,Myrceugenia foveolata,VU,1,2022
Flora,Myrtaceae,Myrceugenia franciscensis,VU,1,2022
Flora,Myrtaceae,Myrceugenia gertii,EN,1,2022
Flora,Myrtaceae,Myrceugenia hamoniana,EN,1,2022
Flora,Myrtaceae,Myrceugenia hatschbachii,EN,1,2022
Flora,Myrtaceae,Myrceugenia hoehnei,VU,1,2022
Flora,Myrtaceae,Myrceugenia kleinii,VU,1,2022
