Fauna/Flora,Grupo,Familia,Especie (Simplificado),Nome Comum,Categoria de Ameaca,Sigla Categoria de Ameaca,Bioma,Principais Ameacas,Presenca em areas Protegidas,Plano de Acao Nacional para Conservacao (PAN),Ordenamento Pesqueiro ,Nivel de Protecao na Estrategia Nacional,Especie exclusiva do Brasil,Estados de Ocorrencia,ano_lista
Flora,Angiospermas,Apocynaceae,Ditassa leonii,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,ES; MG,2014
Flora,Angiospermas,Apocynaceae,Ditassa longisepala,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Mineracao,Sim,Nao,Nao,2,Informacao nao disponivel,MG,2014
Flora,Angiospermas,Apocynaceae,Ditassa maricaensis,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Sim,Nao,2,Informacao nao disponivel,RJ,2014
Flora,Angiospermas,Apocynaceae,Ditassa oberdanii,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Informacao nao disponivel,ES,2014
Fauna,Repteis,Dipsadidae,Ditaxodon taeniatus,Parelheira-listrada-do-campo,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Agropecuaria; Queimadas,Sim,Sim,Nao,4,Sim,MS; PR; RS; SP,2014
Flora,Angiospermas,Dilleniaceae,Doliocarpus lancifolius,-,Em Perigo (EN),EN,Mata Atlantica,Mudancas na Dinamica das Especies Nativas,,,,,,,2014
Flora,Angiospermas,Moraceae,Dorstenia conceptionis,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Moraceae,Dorstenia hildegardis,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,1,Sim,ES,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris itatiaiensis,-,Em Perigo (EN),EN,Mata Atlantica,Desastres Naturais,Sim,Nao,Nao,2,Sim,MG; SP; RJ,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris paradoxa,-,Vulneravel (VU),VU,Mata Atlantica,Desastres Naturais,,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris quinquelobata,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Poluicao,,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris rediviva,-,Vulneravel (VU),VU,Mata Atlantica,Mineracao,,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris rosenstockii,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris rufa,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,Sim,Sim,Nao,2,Sim,MG; RJ,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris subsimplex,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris tijucana,-,Em Perigo (EN),EN,Mata Atlantica,Poluicao,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Pteridofitas,Pteridaceae,Doryopteris trilobata,-,Em Perigo (EN),EN,Cerrado,Mineracao,Sim,Nao,Nao,2,Sim,BA,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Doxocopa zalmunna,Borboleta,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,SP,2014
Flora,Briofitas,Lejeuneaceae,Drepanolejeunea aculeata,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,RJ; SP,2014
Fauna,Invertebrados Terrestres,Hesperiidae,Drephalys miersi,Borboleta,Em Perigo (EN),EN,Mata Atlantica,Poluicao,Nao,Sim,Nao,1,Sim,PR; SC,2014
Fauna,Invertebrados Terrestres,Hesperiidae,Drephalys mourei,Borboleta,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamento Humano:cidades; Poluicao,Sim,Sim,Nao,2,Sim,RJ; SC,2014
Flora,Angiospermas,Droseraceae,Drosera graomogolensis,-,Em Perigo (EN),EN,Caatinga,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Dryadella auriculigera,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Vazio,Nao,Nao,Nao,2,Sim,SP,2014
Flora,Angiospermas,Orchidaceae,Dryadella lilliputiana,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Orchidaceae,Dryadella susanae,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,2,Sim,ES,2014
Fauna,Invertebrados Terrestres,Drymusidae,Drymusa spelunca,Falsa-aranha-violino,Criticamente em Perigo (CR),CR,Amazonia,Mineracao,Sim,Nao,Nao,1,Sim,PA,2014
Fauna,Aves,Picidae,Dryocopus galeatus,Pica-pau-de-cara-canela,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,3,Nao,ES; MG; MS; PR; RJ; RS; SC; SP,2014
Flora,Angiospermas,Annonaceae,Duguetia magnolioidea,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Annonaceae,Duguetia restingae,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Annonaceae,Duguetia reticulata,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,1,Sim,BA,2014
Flora,Angiospermas,Annonaceae,Duguetia scottmorii,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Annonaceae,Duguetia sooretamae,Pindaiba coroa,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Orchidaceae,Dungsia harpophylla,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,ES; MG,2014
Flora,Angiospermas,Orchidaceae,Dungsia kautskyi,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Bromeliaceae,Dyckia agudensis,-,Criticamente em Perigo (CR),CR,Mata Atlantica; Pampa,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Dyckia cabrerae,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Nao Madereiras,Sim,Nao,Nao,2,Sim,PR; SC,2014
Flora,Angiospermas,Bromeliaceae,Dyckia delicata,-,Criticamente em Perigo (CR),CR,Pampa,Vazio,Nao,Nao,Nao,1,Sim,RS,2014
Flora,Angiospermas,Bromeliaceae,Dyckia distachya,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Barragens,Nao,Nao,Nao,1,Nao,SC; RS,2014
Flora,Angiospermas,Bromeliaceae,Dyckia domfelicianensis,-,Criticamente em Perigo (CR),CR,Pampa,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,RS,2014
Flora,Angiospermas,Bromeliaceae,Dyckia fosteriana,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,PR,2014
Flora,Angiospermas,Bromeliaceae,Dyckia hatschbachii,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Extracao de Nao Madereiras,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Dyckia ibicuiensis,-,Criticamente em Perigo (CR),CR,Pampa,Vazio,Sim,Nao,Nao,2,Sim,RS,2014
Flora,Angiospermas,Bromeliaceae,Dyckia ibiramensis,-,Em Perigo (EN),EN,Mata Atlantica,Barragens,Nao,Nao,Nao,1,Sim,SC,2014
Flora,Angiospermas,Bromeliaceae,Dyckia maritima,-,Em Perigo (EN),EN,Mata Atlantica,Barragens,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Dyckia monticola,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Mineracao,Sim,Nao,Nao,2,Sim,SC,2014
Flora,Angiospermas,Bromeliaceae,Dyckia pseudococcinea,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Desenvolvimento e Infraestrutura,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Bromeliaceae,Dyckia rariflora,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Bromeliaceae,Dyckia reitzii,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,PR; SC,2014
Flora,Angiospermas,Bromeliaceae,Dyckia remotiflora,-,Em Perigo (EN),EN,Mata Atlantica; Pampa,Extracao Direta,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Dyckia ursina,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Acanthaceae,Dyschoriste lavandulacea,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,MS; SC,2014
Flora,Angiospermas,Acanthaceae,Dyschoriste smithii,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,SC,2014
Fauna,Aves,Thamnophilidae,Dysithamnus plumbeus,Choquinha-chumbo,Em Perigo (EN),EN,Mata Atlantica,Extracao Florestal,Sim,Sim,Nao,3,Sim,BA; ES; MG; RJ,2014
Fauna,Repteis,Dipsadidae,Echinanthera cephalomaculata,Desconhecido,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,AL,2014
Flora,Angiospermas,Asteraceae,Echinocoryne echinocephala,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Cactaceae,Echinopsis calochlora,-,Criticamente em Perigo (CR),CR,Cerrado; Pantanal,Mineracao,,,,,,,2014
Flora,Angiospermas,Cactaceae,Echinopsis oxygona,-,Em Perigo (EN),EN,Pampa,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Eduandrea selloana,-,Em Perigo (EN),EN,Cerrado,Mineracao,Sim,Sim,Nao,3,Sim,MG,2014
Fauna,Peixes Continentais,Sternopygidae,Eigenmannia vicentespelaea,Itui,Vulneravel (VU),VU,Cerrado,Agropecuaria; Queimadas,Sim,Sim,Nao,2,Sim,GO,2014
Flora,Angiospermas,Amaryllidaceae,Eithea blumenavia,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,SP; PR; SC,2014
Fauna,Peixes Marinhos,Gobiidae,Elacatinus figaro,Neon,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca; Extracao Direta:Remocao De Corais; Outras Atividades Economicas:Turismo; Poluicao,Sim,Sim,Sim,2,Sim,AL; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,2014
Fauna,Aves,Tyrannidae,Elaenia ridleyana,Cocoruta,Vulneravel (VU),VU,Ilha oceanica,Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,2,Sim,PE,2014
Flora,Pteridofitas,Dryopteridaceae,Elaphoglossum acrocarpum,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,ES; RJ; MG,2014
Flora,Pteridofitas,Dryopteridaceae,Elaphoglossum amplissimum,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Pteridofitas,Dryopteridaceae,Elaphoglossum beckeri,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,ES,2014
Fauna,Invertebrados Terrestres,Libellulidae,Elasmothemis schubarti,Libelula,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Nao,Nao,0,Sim,RJ; SP,2014
Fauna,Aves,Rhinocryptidae,Eleoscytalopus psychopompus,Macuquinho-baiano,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,2,Sim,BA,2014
Flora,Angiospermas,Bromeliaceae,Encholirium biflorum,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Encholirium disjunctum,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,Sim,Nao,Nao,2,Sim,BA; GO,2014
Flora,Angiospermas,Bromeliaceae,Encholirium gracile,-,Em Perigo (EN),EN,Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Encholirium heloisae,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Encholirium horridum,-,Em Perigo (EN),EN,Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Encholirium irwinii,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,Sim,Sim,Nao,2,Sim,MG,2014
Flora,Angiospermas,Bromeliaceae,Encholirium longiflorum,-,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Encholirium luxor,-,Em Perigo (EN),EN,Cerrado,Mineracao,Sim,Sim,Nao,3,Sim,TO; GO ; DF; MG,2014
Flora,Angiospermas,Bromeliaceae,Encholirium pedicellatum,-,Criticamente em Perigo (CR),CR,Cerrado,Baixo Recrutamento/Reproducao/Regeneracao,Sim,Sim,Nao,2,Sim,MG,2014
Flora,Angiospermas,Bromeliaceae,Encholirium scrutor,-,Em Perigo (EN),EN,Cerrado,Baixo Recrutamento/Reproducao/Regeneracao,,,,,,,2014
Flora,Angiospermas,Bromeliaceae,Encholirium vogelii,-,Criticamente em Perigo (CR),CR,Cerrado,Desenvolvimento e Infraestrutura,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Encyclia bragancae,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Peixes Marinhos,Tripterygiidae,Enneanectes smithi,Desconhecido,Vulneravel (VU),VU,Marinho,Mudanca Na Dinamica Das Especies Nativas; Poluicao,Sim,Nao,Sim,2,Nao,PE,2014
Fauna,Repteis,Leiosauridae,Enyalius erythroceneus,Papa-vento-da-chapada,Criticamente em Perigo (CR),CR,Caatinga,Agropecuaria; Outras Atividades Economicas:Turismo; Queimadas,Sim,Sim,Nao,3,Sim,BA,2014
Flora,Gimnospermas,Ephedraceae,Ephedra tweediana,-,Vulneravel (VU),VU,Pampa,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Orchidaceae,Epidendrum addae,-,Vulneravel (VU),VU,Mata Atlantica,Extracao Direta,Sim,Nao,Nao,2,Sim,RJ; SP,2014
Flora,Angiospermas,Orchidaceae,Epidendrum ecostatum,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Sim,Nao,3,Sim,SP; RJ; PR; SC,2014
Flora,Angiospermas,Orchidaceae,Epidendrum henschenii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,MG; RJ; SP; PA; SC,2014
Flora,Angiospermas,Orchidaceae,Epidendrum robustum,-,Vulneravel (VU),VU,Mata Atlantica,Queimadas,Sim,Nao,Nao,2,Sim,ES; RJ,2014
Flora,Angiospermas,Orchidaceae,Epidendrum zappii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES; MG,2014
Fauna,Peixes Marinhos,Epinephelidae,Epinephelus itajara,Mero,Criticamente em Perigo (CR),CR,Marinho,Agropecuaria Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caca/Pesca,Sim,Sim,Sim,2,Nao,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,2014
Fauna,Peixes Marinhos,Epinephelidae,Epinephelus marginatus,Garoupa-verdadeira,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,3,Nao,ES; RJ; SP; PR; SC; RS,2014
Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,3,Nao,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,2014
Fauna,Invertebrados Terrestres,Peripatidae,Epiperipatus adenocryptus,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Outras Atividades Economicas:Turismo,Nao,Nao,Nao,0,Sim,MG,2014
Fauna,Invertebrados Terrestres,Peripatidae,Epiperipatus diadenoproctus,Desconhecido,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Queimadas,Nao,Nao,Nao,0,Sim,MG,2014
Fauna,Invertebrados Terrestres,Peripatidae,Epiperipatus ohausi,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades,Sim,Nao,Nao,3,Sim,RJ,2014
Fauna,Invertebrados Terrestres,Peripatidae,Epiperipatus paurognostus,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Nao,Nao,Nao,0,Sim,MG,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Episcada vitrea,Borboleta,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim, RJ,2014
Fauna,Mamiferos,Vespertilionidae,Eptesicus taddeii,Morcego,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,PR; RS; SC; SP,2014
Flora,Angiospermas,Asteraceae,Eremanthus argenteus,-,Em Perigo (EN),EN,Cerrado,Queimadas,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Asteraceae,Eremanthus leucodendron,-,Em Perigo (EN),EN,Caatinga,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Asteraceae,Eremanthus polycephalus,-,Vulneravel (VU),VU,Cerrado,Agropecuaria,,,,,,,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Eresia erysice erysice,Borboleta,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Nao,Nao,Nao,0,Sim,BA,2014
Fauna,Repteis,Cheloniidae,Eretmochelys imbricata,Tartaruga-de-pente,Criticamente em Perigo (CR),CR,Marinho,Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Mineracao; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo; Poluicao,Sim,Sim,Sim,4,Nao,AL; BA; ES; PB; PE; RN; SC; SE,2014
Flora,Angiospermas,Melastomataceae,Eriocnema acaulis,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Melastomataceae,Eriocnema fulva,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Lamiaceae,Eriope anamariae,-,Em Perigo (EN),EN,Caatinga,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lamiaceae,Eriope blanchetii,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lamiaceae,Eriope crassipes subsp. cristalinae,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Eriope luetzelburgii,-,Vulneravel (VU),VU,Caatinga,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lamiaceae,Eriope machrisae,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Eriope obovata var. gracilis,-,Em Perigo (EN),EN,Caatinga,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Vochysiaceae,Erisma arietinum,carneiro,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Rubiaceae,Erithalis insularis,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium corallinum,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium divaricatum,-,Em Perigo (EN),EN,Pampa,Especies Invasoras,,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium dorae,-,Criticamente em Perigo (CR),CR,Pampa,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium falcifolium,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium koehneanum,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium ombrophilum,-,Em Perigo (EN),EN,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium ramboanum,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Aquicultura,,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium scirpinum,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Nao,SP; PR; SC,2014
Flora,Angiospermas,Apiaceae,Eryngium smithii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,2,Sim,RS; SC,2014
Flora,Angiospermas,Apiaceae,Eryngium urbanianum,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Apiaceae,Eryngium zosterifolium,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum bezerrae,mucarenga; pirunga,Em Perigo (EN),EN,Caatinga; Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,CE; PI,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum catharinense,baga-depomba; cocao; concon; fruta-de-pomba,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,2,Sim,SP; SC,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum compressum,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA; CE,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum leal-costae,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum mattos-silvae,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,Sim,Nao,Nao,2,Sim,BA; MG,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum membranaceum,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,Nao,Nao,Nao,1,Sim,BA,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum nelson-rosae,-,Em Perigo (EN),EN,Amazonia,Mineracao,Sim,Nao,Nao,2,Sim,PA,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum pauferrense,guarda-orvalho,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,PR,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum petrae-caballi,-,Vulneravel (VU),VU,Caatinga; Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum substriatum,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,#N/D,Nao,Nao,1,Informacao nao disponivel,RS,2014
Flora,Angiospermas,Erythroxylaceae,Erythroxylum tianguanum,-,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,TO; CE; PI,2014
Flora,Angiospermas,Escalloniaceae,Escallonia obtusissima,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Escalloniaceae,Escallonia petrophila,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Angiospermas,Lecythidaceae,Eschweilera alvimii,falso sapucaia; sapucarana,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lecythidaceae,Eschweilera compressa,ibiriba-rana; sapucaia miuda,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES; RJ,2014
Flora,Angiospermas,Lecythidaceae,Eschweilera subcordata,-,Em Perigo (EN),EN,Amazonia,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,PA,2014
Flora,Angiospermas,Lecythidaceae,Eschweilera tetrapetala,inaiba; jacare,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Rutaceae,Esenbeckia irwiniana,-,Em Perigo (EN),EN,Cerrado,Mineracao,Sim,Sim,Nao,2,Sim,MG,2014
Flora,Angiospermas,Cactaceae,Espostoopsis dybowskii,-,Em Perigo (EN),EN,Caatinga,Queimadas,,,,,,,2014
Flora,Angiospermas,Orobanchaceae,Esterhazya caesarea,-,Vulneravel (VU),VU,Cerrado,Extracao para Combustivel,,,,,,,2014
Fauna,Mamiferos,Balaenidae,Eubalaena australis,Baleia-franca-do-sul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo; Poluicao,Sim,Sim,Sim,4,Nao,BA; ES; PR; RJ; RS; SC; SP,2014
Flora,Angiospermas,Myrtaceae,Eugenia blanda,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Myrtaceae,Eugenia brunoi,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,SP,2014
Flora,Angiospermas,Myrtaceae,Eugenia bunchosiifolia,-,Vulneravel (VU),VU,Mata Atlantica,Queimadas,,,,,,,2014
